pt_name,pt_code,soc_name,soc_code
muscular weakness,10028372.0,Musculoskeletal and connective tissue disorders,10028395.0
musculoskeletal chest pain,10050819.0,Musculoskeletal and connective tissue disorders,10028395.0
musculoskeletal discomfort,10053156.0,Musculoskeletal and connective tissue disorders,10028395.0
musculoskeletal disorder,10048592.0,Musculoskeletal and connective tissue disorders,10028395.0
musculoskeletal pain,10028391.0,Musculoskeletal and connective tissue disorders,10028395.0
musculoskeletal stiffness,10052904.0,Musculoskeletal and connective tissue disorders,10028395.0
mutism,10028403.0,Psychiatric disorders,10037175.0
myalgia,10028411.0,Musculoskeletal and connective tissue disorders,10028395.0
myasthenia gravis,10028417.0,Nervous system disorders,10029205.0
mydriasis,10028521.0,Eye disorders,10015919.0
myelitis,10028524.0,Infections and infestations,10021881.0
myelodysplastic syndrome,10028533.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
myelofibrosis,10028537.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
myelopathy,10028570.0,Nervous system disorders,10029205.0
myelosuppression,10028584.0,Blood and lymphatic system disorders,10005329.0
myiasis,10028586.0,Infections and infestations,10021881.0
myocardial fibrosis,10028594.0,Cardiac disorders,10007541.0
myocardial infarction,10028596.0,Cardiac disorders,10007541.0
,,,
myocardial ischaemia,10028600.0,Cardiac disorders,10007541.0
myocardial necrosis,10028602.0,Cardiac disorders,10007541.0
myocardial necrosis marker increased,10075211.0,Investigations,10022891.0
myocarditis,10028606.0,Cardiac disorders,10007541.0
myofascitis,10052443.0,Musculoskeletal and connective tissue disorders,10028395.0
myopathy,10028641.0,Musculoskeletal and connective tissue disorders,10028395.0
,,,
myopia,10028651.0,Eye disorders,10015919.0
myosclerosis,10064584.0,Musculoskeletal and connective tissue disorders,10028395.0
myositis,10028653.0,Musculoskeletal and connective tissue disorders,10028395.0
nail avulsion,10028686.0,"Injury, poisoning and procedural complications",10022117.0
nail bed disorder,10070533.0,Skin and subcutaneous tissue disorders,10040785.0
nail bed tenderness,10049268.0,Skin and subcutaneous tissue disorders,10040785.0
nail cuticle fissure,10079216.0,Skin and subcutaneous tissue disorders,10040785.0
nail discolouration,10028692.0,Skin and subcutaneous tissue disorders,10040785.0
nail discomfort,10028693.0,Skin and subcutaneous tissue disorders,10040785.0
nail disorder,10028694.0,Skin and subcutaneous tissue disorders,10040785.0
nail dystrophy,10028698.0,Skin and subcutaneous tissue disorders,10040785.0
nail growth abnormal,10064764.0,Skin and subcutaneous tissue disorders,10040785.0
nail injury,10068655.0,"Injury, poisoning and procedural complications",10022117.0
nail ridging,10062283.0,Skin and subcutaneous tissue disorders,10040785.0
nasal congestion,10028735.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
nasal discomfort,10052437.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
nasal disorder,10062209.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
nasal dryness,10028740.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
nasal injury,10078651.0,"Injury, poisoning and procedural complications",10022117.0
nasal mucosal disorder,10061305.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
nasal polyps,10028756.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
nasal pruritus,10076406.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
nasal ulcer,10028780.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
nasopharyngitis,10028810.0,Infections and infestations,10021881.0
nausea,10028813.0,Gastrointestinal disorders,10017947.0
near death experience,10068111.0,Psychiatric disorders,10037175.0
neck injury,10062211.0,"Injury, poisoning and procedural complications",10022117.0
neck mass,10049146.0,Musculoskeletal and connective tissue disorders,10028395.0
neck pain,10028836.0,Musculoskeletal and connective tissue disorders,10028395.0
necrosis,10028851.0,General disorders and administration site conditions,10018065.0
necrotising fasciitis,10028885.0,Infections and infestations,10021881.0
necrotising myositis,10074769.0,Musculoskeletal and connective tissue disorders,10028395.0
negative thoughts,10058672.0,Psychiatric disorders,10037175.0
neoplasm,10028980.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
neoplasm malignant,10028997.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
neoplasm progression,10061309.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
neoplasm recurrence,10061864.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
neoplasm skin,10029098.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
nephritis,10029117.0,Renal and urinary disorders,10038359.0
nephroblastoma,10029145.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
nephrocalcinosis,10029146.0,Renal and urinary disorders,10038359.0
nephrolithiasis,10029148.0,Renal and urinary disorders,10038359.0
nephropathy,10029151.0,Renal and urinary disorders,10038359.0
nephropathy toxic,10029155.0,Renal and urinary disorders,10038359.0
nerve compression,10029174.0,Nervous system disorders,10029205.0
nerve injury,10052897.0,"Injury, poisoning and procedural complications",10022117.0
nervous system disorder,10029202.0,Nervous system disorders,10029205.0
nervousness,10029216.0,Psychiatric disorders,10037175.0
neuralgia,10029223.0,Nervous system disorders,10029205.0
neuritis,10029240.0,Nervous system disorders,10029205.0
neurodermatitis,10029263.0,Skin and subcutaneous tissue disorders,10040785.0
neurological decompensation,10068357.0,Nervous system disorders,10029205.0
neurological examination abnormal,10056832.0,Investigations,10022891.0
neurological symptom,10060860.0,Nervous system disorders,10029205.0
neuromyopathy,10029323.0,Nervous system disorders,10029205.0
neuropathy peripheral,10029331.0,Nervous system disorders,10029205.0
neuropsychiatric syndrome,10071323.0,Psychiatric disorders,10037175.0
neutropenia,10029354.0,Blood and lymphatic system disorders,10005329.0
neutropenic infection,10059482.0,Infections and infestations,10021881.0
neutropenic sepsis,10049151.0,Infections and infestations,10021881.0
neutrophil count,10029363.0,Investigations,10022891.0
neutrophil count abnormal,10061313.0,Investigations,10022891.0
neutrophil count decreased,10029366.0,Investigations,10022891.0
neutrophil count increased,10029368.0,Investigations,10022891.0
neutrophil percentage decreased,10052223.0,Investigations,10022891.0
neutrophil percentage increased,10052224.0,Investigations,10022891.0
neutrophil toxic granulation present,10029378.0,Investigations,10022891.0
neutrophilia,10029379.0,Blood and lymphatic system disorders,10005329.0
nicotine dependence,10057852.0,Psychiatric disorders,10037175.0
night sweats,10029410.0,Skin and subcutaneous tissue disorders,10040785.0
nightmare,10029412.0,Psychiatric disorders,10037175.0
nikolsky's sign,10029415.0,Skin and subcutaneous tissue disorders,10040785.0
nipple disorder,10029417.0,Reproductive system and breast disorders,10038604.0
nipple inflammation,10064043.0,Reproductive system and breast disorders,10038604.0
nitrite urine present,10051469.0,Investigations,10022891.0
nitrituria,10051468.0,Renal and urinary disorders,10038359.0
no adverse event,10067482.0,General disorders and administration site conditions,10018065.0
nocturia,10029446.0,Renal and urinary disorders,10038359.0
nocturnal dyspnoea,10049235.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
nodule,10054107.0,General disorders and administration site conditions,10018065.0
non-cardiac chest pain,10062501.0,General disorders and administration site conditions,10018065.0
non-compaction cardiomyopathy,10079253.0,"Congenital, familial and genetic disorders",10010331.0
non-high-density lipoprotein cholesterol decreased,10064235.0,Investigations,10022891.0
non-high-density lipoprotein cholesterol increased,10063967.0,Investigations,10022891.0
noninfective encephalitis,10074712.0,Nervous system disorders,10029205.0
noninfective gingivitis,10074863.0,Gastrointestinal disorders,10017947.0
nonspecific reaction,10029719.0,General disorders and administration site conditions,10018065.0
normochromic normocytic anaemia,10029783.0,Blood and lymphatic system disorders,10005329.0
normocytic anaemia,10029784.0,Blood and lymphatic system disorders,10005329.0
nosocomial infection,10029803.0,Infections and infestations,10021881.0
nutritional condition abnormal,10065026.0,Investigations,10022891.0
nystagmus,10029864.0,Nervous system disorders,10029205.0
obesity,10029883.0,Metabolism and nutrition disorders,10027433.0
obstruction,10061876.0,General disorders and administration site conditions,10018065.0
obstruction gastric,10029957.0,Gastrointestinal disorders,10017947.0
obstructive airways disorder,10061877.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
obstructive defaecation,10076953.0,Gastrointestinal disorders,10017947.0
,,,
occult blood positive,10061880.0,Investigations,10022891.0
ocular discomfort,10052143.0,Eye disorders,10015919.0
ocular hyperaemia,10030041.0,Eye disorders,10015919.0
ocular hypertension,10030043.0,Eye disorders,10015919.0
ocular icterus,10058117.0,Hepatobiliary disorders,10019805.0
ocular neoplasm,10052448.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
ocular vascular disorder,10052896.0,Eye disorders,10015919.0
odynophagia,10030094.0,Gastrointestinal disorders,10017947.0
oedema,10030095.0,General disorders and administration site conditions,10018065.0
oedema mucosal,10030111.0,General disorders and administration site conditions,10018065.0
oedema peripheral,10030124.0,General disorders and administration site conditions,10018065.0
oesophageal candidiasis,10030154.0,Infections and infestations,10021881.0
oesophageal compression,10074074.0,Gastrointestinal disorders,10017947.0
oesophageal discomfort,10053634.0,Gastrointestinal disorders,10017947.0
oesophageal disorder,10061318.0,Gastrointestinal disorders,10017947.0
oesophageal haemorrhage,10030172.0,Gastrointestinal disorders,10017947.0
oesophageal infection,10058803.0,Infections and infestations,10021881.0
oesophageal motility disorder,10072419.0,Gastrointestinal disorders,10017947.0
oesophageal mucosal blister,10077019.0,Gastrointestinal disorders,10017947.0
oesophageal obstruction,10030178.0,Gastrointestinal disorders,10017947.0
oesophageal oedema,10064342.0,Gastrointestinal disorders,10017947.0
oesophageal pain,10030180.0,Gastrointestinal disorders,10017947.0
oesophageal polyp,10051935.0,Gastrointestinal disorders,10017947.0
oesophageal stenosis,10030194.0,Gastrointestinal disorders,10017947.0
oesophageal ulcer,10030201.0,Gastrointestinal disorders,10017947.0
oesophageal varices haemorrhage,10030210.0,Gastrointestinal disorders,10017947.0
oesophagitis,10030216.0,Gastrointestinal disorders,10017947.0
oestradiol abnormal,10063266.0,Investigations,10022891.0
oestradiol decreased,10030229.0,Investigations,10022891.0
oestradiol increased,10030231.0,Investigations,10022891.0
oestrogen deficiency,10030247.0,Endocrine disorders,10014698.0
oestrogen receptor assay positive,10054054.0,Investigations,10022891.0
off label use,10053762.0,"Injury, poisoning and procedural complications",10022117.0
oligodipsia,10053141.0,Metabolism and nutrition disorders,10027433.0
oliguria,10030302.0,Renal and urinary disorders,10038359.0
oncologic complication,10067777.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
onychalgia,10064251.0,Skin and subcutaneous tissue disorders,10040785.0
onychoclasis,10048886.0,Skin and subcutaneous tissue disorders,10040785.0
onycholysis,10030337.0,Skin and subcutaneous tissue disorders,10040785.0
onychomadesis,10049274.0,Skin and subcutaneous tissue disorders,10040785.0
onychomycosis,10030338.0,Infections and infestations,10021881.0
oophorectomy,10061889.0,Surgical and medical procedures,10042613.0
opportunistic infection,10030901.0,Infections and infestations,10021881.0
optic nerve disorder,10061322.0,Eye disorders,10015919.0
optic nerve injury,10030938.0,"Injury, poisoning and procedural complications",10022117.0
optic neuritis,10030942.0,Nervous system disorders,10029205.0
oral administration complication,10062611.0,General disorders and administration site conditions,10018065.0
oral candidiasis,10030963.0,Infections and infestations,10021881.0
oral contusion,10078170.0,"Injury, poisoning and procedural complications",10022117.0
oral discharge,10030972.0,Gastrointestinal disorders,10017947.0
oral discomfort,10030973.0,Gastrointestinal disorders,10017947.0
oral disorder,10067621.0,Gastrointestinal disorders,10017947.0
oral fungal infection,10061324.0,Infections and infestations,10021881.0
oral herpes,10067152.0,Infections and infestations,10021881.0
